X,Y,id,icon_url
-77.0060055431068,-12.0059651237306,"2",./0.png
-77.0032197247412,-12.0176768492761,"1",./0.png
-77.0111861170572,-12.0298199533529,"3",./0.png
-76.9966724468458,-12.0245466531761,"4",./0.png
